"pdes","epoch_mjd","a","e","i","om","w","ma"
"2021 UK3",59518,1.038,0.1812,36.09,38.04,243.45,95.88
"2021 UL3",60200,1.437,0.3729,2.53,205.61,135.31,56.76
"2021 UM3",59520,1.628,0.5278,10.49,206.05,111.19,28.46
"2021 UN3",60200,2.034,0.7603,6.08,170.85,110.36,258.22
"2021 UO3",60200,1.69,0.4250,1.57,220.55,214.85,290.98
"2021 UP3",60200,2.423,0.5869,5.64,37.20,359.90,178.26
"2021 UQ3",60200,1.279,0.2391,8.56,35.48,325.98,126.60
"2021 UU3",60200,2.456,0.5971,3.79,39.02,11.28,171.97
"2021 UV3",60200,1.415,0.2901,7.89,213.53,206.62,26.68
"2021 UW3",60200,1.052,0.1619,6.40,34.73,87.99,196.24
"2021 UX3",60200,1.717,0.3996,14.24,212.08,180.61,301.41
"2021 UY3",60200,0.975,0.1498,9.31,38.40,213.54,116.62
"2021 UZ3",59516,1.685,0.5055,9.59,56.55,266.18,24.70
"2021 UA4",60200,1.535,0.1882,21.75,206.75,251.70,310.88
"2021 UB4",60200,2.481,0.5567,1.97,23.81,33.01,167.13
"2021 UC4",60200,2.386,0.5023,2.92,23.89,25.20,180.52
"2021 UD4",59513,1.336,0.3045,6.20,211.27,124.44,31.44
"2021 UE4",60200,1.868,0.5234,4.79,41.14,46.06,248.63
"2021 UF4",60200,1.739,0.4354,0.42,53.35,11.71,282.87
"2021 UG4",60200,1.422,0.3120,12.84,220.56,222.67,12.78
"2021 UH4",59515,2.051,0.4996,5.68,34.25,326.52,10.05
"2021 UJ4",59516,1.339,0.2586,24.48,213.54,230.13,332.39
"2021 UK4",59520,2.09,0.4876,1.87,54.97,327.08,5.52
"2021 UL4",60200,0.9568,0.2794,9.81,227.61,11.52,141.15
"2021 UM4",59517,1.45,0.5342,3.04,211.33,96.39,30.85
"2021 UN4",60200,1.744,0.3189,32.50,207.33,157.94,305.55
"2021 UO4",60200,1.066,0.1041,14.78,37.02,280.68,319.77
"2021 UP4",60200,2.419,0.6046,1.49,314.22,120.08,169.15
"2021 UQ4",59516,0.9796,0.3209,14.22,212.66,31.95,126.49
"2021 UZ4",60200,1.054,0.1025,21.50,218.63,249.10,201.03
"2021 UA5",59518,1.564,0.4078,7.04,234.18,217.26,337.69
"2021 UB5",59524,2.116,0.8123,39.16,25.22,242.49,20.24
"2021 UC5",59517,2.423,0.6118,5.49,49.92,294.91,10.60
"2021 UK5",59515,2.744,0.5608,3.87,285.60,82.12,4.79
"2021 UL5",59518,1.748,0.6357,9.02,40.87,86.86,337.40
"2021 UM5",60200,2.148,0.6677,9.48,42.81,108.50,179.42
"2021 UN5",59517,1.347,0.1245,23.02,211.96,214.82,335.93
"2021 UO5",59517,1.458,0.1992,11.81,43.39,330.91,12.29
"2021 UP5",60200,1.672,0.3222,8.35,161.69,302.89,277.37
"2021 UQ5",59517,2.619,0.6578,14.47,41.83,296.31,10.66
"2021 UR5",60200,1.57,0.3090,7.89,54.82,1.89,331.33
"2021 US5",59520,1.833,0.4889,17.79,225.18,222.80,344.51
"2021 UT5",60200,1.765,0.5122,3.66,217.77,125.51,303.45
"2021 UU5",60200,1.921,0.7255,44.94,62.30,99.02,219.17
"2021 UV5",60200,1.398,0.3820,14.95,215.63,121.71,74.54
"2021 UW5",60200,2.045,0.6197,4.31,39.14,64.54,215.17
"2021 UX5",60200,1.795,0.5395,0.95,54.00,45.42,261.40
"2021 UY5",60200,2.815,0.7050,5.50,248.46,241.38,127.65
"2021 UZ5",59521,2.002,0.6849,6.72,237.94,45.00,25.00
"2021 UA6",59521,2.658,0.5874,3.24,182.49,184.56,5.94
"2021 UD6",60200,1.18,0.1369,13.23,219.55,160.99,176.43
"2021 UE6",59518,2.509,0.6062,10.96,41.03,336.58,4.00
"2021 UF6",59517,1.742,0.5094,27.91,35.92,299.30,19.73
"2021 UG6",60200,1.326,0.2417,17.58,40.00,12.17,71.49
"2021 UH6",60200,2.908,0.6704,2.93,93.08,253.59,143.35
"2021 UJ6",60200,2.119,0.6516,0.18,263.90,63.93,231.75
"2021 UK6",60200,0.8771,0.2652,8.66,24.92,194.81,278.31
"2021 UL6",59517,2.309,0.7603,5.79,44.24,248.37,15.76
"2021 US6",59519,1.822,0.7041,3.76,39.86,97.23,339.98
"2021 UT6",60200,1.89,0.4016,11.82,15.64,350.10,262.45
"2021 UU6",60200,2.042,0.4527,7.99,48.27,23.10,217.87
"2021 UV6",60200,1.462,0.4828,3.53,181.39,121.56,63.57
"2021 UW6",60200,1.201,0.4984,7.12,162.56,2.52,75.81
"2021 UX6",59518,1.598,0.3571,19.41,45.69,24.36,346.82
"2021 UY6",59519,1.226,0.1859,10.79,214.12,166.10,11.46
"2021 UZ6",60200,2.054,0.5184,9.07,221.71,188.04,224.96
"2021 UA7",59515,2.145,0.8134,0.84,35.36,248.82,13.98
"2021 UD7",60200,1.387,0.2890,14.43,37.79,31.22,33.89
"2021 UK7",59519,2.503,0.5762,5.05,46.98,14.10,355.41
"2021 UL7",60200,1.078,0.1139,0.68,19.63,118.17,152.35
"2021 UM7",60200,2.565,0.5020,27.96,198.69,246.26,147.35
"2021 UN7",60200,0.9992,0.3934,20.29,49.92,227.23,27.55
"2021 UO7",60200,1.32,0.2653,1.83,220.40,209.42,64.37
"2021 UP7",60200,1.897,0.5963,3.38,214.43,255.89,239.01
"2021 UQ7",59520,1.975,0.4843,6.86,34.29,7.92,359.06
"2021 UR7",59519,1.542,0.3432,8.98,214.39,195.46,354.64
"2021 US7",59518,2.616,0.5269,19.62,17.21,55.35,351.01
"2021 UT7",60200,2.478,0.5522,3.20,213.48,235.49,160.64
"2021 UU7",60200,2.625,0.6046,5.93,65.04,359.01,152.27
"2021 UV7",59517,2.194,0.5904,8.32,10.46,296.34,19.31
"2021 UG8",60200,1.686,0.3407,5.57,331.19,104.49,294.47
"2021 UX8",60200,1.064,0.0965,11.72,47.03,76.14,177.16
"2021 UY8",59520,1.418,0.2983,26.26,222.22,237.34,325.49
"2021 UF9",60200,2.418,0.5044,6.83,70.32,300.29,186.38
"2021 UG9",60200,1.994,0.4386,9.32,207.23,170.79,245.19
"2021 UH9",60200,1.911,0.4862,2.52,74.83,352.55,245.44
"2021 UJ9",60200,1.749,0.4249,5.31,215.74,241.46,266.13
"2021 UK9",60200,2.037,0.4159,5.36,315.69,149.03,194.23
"2021 UL9",60200,2.736,0.6957,12.77,357.09,103.56,134.03
"2021 UM9",60200,2.32,0.6115,2.45,35.63,55.47,178.18
"2021 UQ9",60200,1.529,0.3507,11.05,51.63,39.07,327.36
"2021 UR9",60200,1.342,0.1086,20.67,217.61,217.95,42.70
"2021 UV9",60200,1.601,0.2828,9.07,213.12,165.62,344.22
"2021 UY9",60200,2.039,0.5415,36.51,79.90,87.45,160.30
"2021 UZ9",60200,0.8408,0.6317,11.67,66.91,122.67,53.47
"2021 UA10",59518,1.69,0.3770,16.12,209.91,171.25,6.23
"2021 UB10",60200,1.289,0.1699,7.00,52.82,315.23,118.20
"2021 UC10",60200,1.787,0.5998,21.66,85.19,219.70,314.27
"2021 UE10",60200,1.452,0.3020,5.33,52.32,12.45,10.21
"2021 UF10",59517,1.611,0.3593,7.98,31.78,6.29,359.78
"2021 UD11",59522,1.819,0.5520,7.78,91.03,212.90,34.17
"2021 UF11",59519,1.374,0.1440,15.04,49.43,289.71,40.37
"2021 UG11",60200,2.477,0.5503,10.62,56.61,340.13,171.78
"2021 US11",60200,1.56,0.1952,16.01,149.34,47.73,199.66
"2021 UT11",60200,1.927,0.4050,15.17,112.88,17.87,195.93
"2021 UU11",60200,1.23,0.0409,7.06,42.77,28.96,100.90
"2021 UV11",60200,1.663,0.5927,17.84,337.06,193.36,274.81
"2021 UW11",59520,1.481,0.2533,9.86,200.04,184.06,9.32
"2021 UA12",60200,1.07,0.1482,4.16,222.45,253.49,185.04
"2021 UB12",60200,2.129,0.4243,6.12,60.15,254.76,264.74
"2021 UF12",60200,1.129,0.3784,21.55,36.05,94.35,150.53
"2021 UL17",60200,2.048,0.4522,2.75,126.62,284.54,224.64
"2021 UK20",59517,1.89,0.4850,1.25,30.22,337.09,9.43
"2021 UN20",60200,2.312,0.5504,2.30,133.32,316.64,176.24
"2021 UO20",60200,2.668,0.5189,8.01,125.00,292.69,148.92
"2021 UP20",60200,1.57,0.4105,14.80,52.63,54.96,310.22
"2021 UF70",60200,2.705,0.6338,14.15,85.57,28.77,133.61
"2021 UC74",60200,1.154,0.2434,4.15,208.92,101.83,241.54
"2021 UK108",60200,1.998,0.3872,6.49,102.10,336.93,215.00
"2021 UL120",60200,1.508,0.3559,13.20,218.13,148.66,17.07
"2021 UO120",60200,1.144,0.1454,5.30,36.52,29.88,167.63
"2021 UP120",59516,1.323,0.4588,4.77,36.47,83.36,324.47
"2021 VA",60200,1.086,0.3661,24.12,218.94,80.62,289.22
"2021 VB",60200,1.207,0.2304,4.28,207.50,128.97,185.72
"2021 VC",60200,0.7901,0.3519,5.51,40.86,157.59,95.28
"2021 VD",60200,1.255,0.3472,7.97,223.30,251.06,75.98
"2021 VE",59519,2.098,0.5821,8.16,41.34,51.66,347.01
"2021 VF",60200,1.008,0.2855,2.63,35.77,110.80,228.77
"2021 VG",60200,2.542,0.5983,0.64,164.66,236.09,164.72
"2021 VH",60200,0.995,0.1733,0.61,217.51,81.83,33.80
"2021 VJ",60200,1.236,0.1291,11.68,222.38,171.19,130.62
"2021 VK",59522,1.949,0.5456,5.19,219.36,122.30,16.15
"2021 VL",59522,2.484,0.5617,4.44,45.46,342.97,2.40
"2021 VM",59520,2.452,0.6071,4.62,48.64,34.24,349.88
"2021 VN",59519,2.444,0.6159,2.62,56.24,20.55,352.31
"2021 VO",60200,1.558,0.2906,17.61,20.05,1.08,344.21
"2021 VQ",60200,1.203,0.2607,4.77,1.23,317.65,201.85
"2021 VR",60200,1.469,0.3414,21.96,54.73,39.98,348.28
"2021 VS",59523,2.511,0.6559,22.27,43.13,302.69,10.17
"2021 VU",60200,2.645,0.5089,9.21,226.12,202.62,147.20
"2021 VV",60200,2.247,0.4218,1.60,355.25,68.04,189.84
"2021 VW",60200,2.065,0.4582,2.07,215.42,217.21,214.77
"2021 VX",60200,2.291,0.5258,3.48,340.81,108.41,178.45
"2021 VY",60200,2.534,0.7102,9.97,113.62,13.02,148.76
"2021 VE1",60200,1.385,0.4908,20.21,68.41,189.43,126.56
"2021 VF1",60200,1.899,0.3912,12.13,181.81,216.86,259.09
"2021 VG1",60200,2.44,0.6273,3.03,221.59,138.65,183.35
"2021 VH1",60200,0.715,0.4012,20.62,222.51,352.17,220.86
"2021 VJ1",59520,2.629,0.7533,2.86,203.51,103.38,13.99
"2021 VK1",60200,1.029,0.2624,10.01,28.28,119.31,202.85
"2021 VL1",59520,1.808,0.3235,4.46,225.17,158.59,8.46
"2021 VM1",60200,1.451,0.5136,5.60,218.97,275.55,347.20
"2021 VN1",60200,2.558,0.5139,2.74,134.76,265.17,164.12
"2021 VR1",60200,0.9727,0.1224,2.11,231.47,279.49,240.64
"2021 VS1",59525,2.095,0.4655,2.11,181.78,112.86,56.87
"2021 VU1",59523,1.926,0.5965,26.44,220.22,113.96,16.64
"2021 VV1",60200,2.738,0.5433,16.50,154.74,323.25,127.28
"2021 VW1",59525,2.623,0.6625,3.32,259.53,89.27,9.45
"2021 VX1",60200,1.502,0.4333,21.85,222.45,120.34,26.42
"2021 VY1",60200,1.186,0.1769,9.94,40.92,41.59,128.64
"2021 VZ1",60200,2.645,0.6334,1.50,225.67,198.34,151.21
"2021 VA2",60200,0.9699,0.0479,25.76,223.79,8.34,146.59
"2021 VB2",60200,1.607,0.4228,4.84,226.89,217.65,311.24
"2021 VD2",60200,1.385,0.4136,18.68,251.23,18.49,126.22
"2021 VE2",60200,2.034,0.5300,9.85,238.75,221.26,216.10
"2021 VF2",60200,2.746,0.5283,12.73,270.58,163.18,141.28
"2021 VG2",59522,1.451,0.2831,19.93,35.43,39.02,342.15
"2021 VH2",60200,1.012,0.0783,1.31,223.15,260.31,223.39
"2021 VJ2",59524,1.492,0.3559,17.12,235.87,98.48,32.32
"2021 VK2",59525,1.516,0.3685,11.27,225.39,138.09,18.28
"2021 VL2",60200,2.958,0.6714,12.97,358.07,118.80,117.25
"2021 VM2",59524,1.152,0.4234,21.00,35.63,256.75,61.92
"2021 VN2",59524,1.838,0.5247,9.55,41.65,307.91,16.25
"2021 VO2",60200,1.223,0.1337,9.17,228.89,159.47,144.63
"2021 VP2",59525,1.429,0.2526,26.23,225.53,167.02,4.81
"2021 VQ2",59525,1.695,0.3987,9.56,229.10,190.47,353.75
"2021 VR2",60200,2.512,0.6143,7.48,227.65,201.25,162.24
"2021 VS2",60200,2.537,0.6380,4.14,41.61,322.51,172.05
"2021 VT2",60200,2.97,0.6094,14.40,238.24,51.38,169.31
"2021 VU2",60200,0.9001,0.1235,3.93,224.65,355.29,245.35
"2021 VV2",59523,1.782,0.5394,2.76,244.98,222.40,340.86
"2021 VW2",59523,1.668,0.5554,32.97,224.55,258.79,335.35
"2021 VX2",59525,1.138,0.0317,26.27,41.71,46.64,320.64
"2021 VA3",60200,2.702,0.6238,5.15,231.66,189.28,146.56
"2021 VF3",60200,3.102,0.5865,17.78,237.60,165.54,121.27
"2021 VG3",59525,1.786,0.5170,1.79,5.06,100.53,340.92
"2021 VH3",59521,1.841,0.4503,4.06,31.24,2.06,2.11
"2021 VJ3",60200,1.344,0.2350,8.42,235.27,141.59,81.99
"2021 VK3",60200,1.069,0.4610,4.08,224.98,289.25,186.33
"2021 VL3",60200,1.282,0.2535,7.07,45.43,34.53,77.34
"2021 VM3",60200,1.877,0.5392,5.71,225.32,231.28,244.01
"2021 VN3",60200,0.8194,0.3634,0.58,221.55,325.20,66.74
"2021 VO3",60200,2.338,0.7797,3.05,242.95,58.61,200.71
"2021 VP3",59526,2.502,0.6738,1.05,44.96,300.71,10.14
"2021 VQ3",59526,0.7468,0.4607,4.33,46.18,167.23,209.85
"2021 VR3",60200,0.534,0.4138,18.06,129.04,134.40,89.41
"2021 VS3",60200,2.823,0.6941,8.42,47.08,308.63,147.29
"2021 VT3",60200,1.126,0.1184,19.14,225.09,211.58,170.84
"2021 VU3",59523,2.218,0.5772,1.88,22.07,340.96,9.25
"2021 VV3",60200,1.206,0.7040,9.24,229.98,50.58,179.18
"2021 VW3",60200,2.005,0.5998,4.56,262.63,75.53,248.95
"2021 VX3",60200,1.237,0.1758,18.90,223.07,162.06,137.14
"2021 VA4",60200,2.026,0.4506,4.44,41.88,358.40,231.54
"2021 VB4",59522,2.551,0.6190,39.07,203.97,172.06,7.60
"2021 VC4",60200,0.8855,0.3675,2.36,240.21,32.19,171.38
"2021 VD4",59522,1.192,0.3526,10.17,233.67,50.96,78.01
"2021 VE4",59524,1.216,0.2650,22.95,36.18,88.48,305.27
"2021 VF4",59527,2.278,0.6073,3.80,45.91,305.88,11.95
"2021 VG4",60200,2.566,0.5827,3.80,239.42,163.78,163.37
"2021 VH4",59530,1.64,0.3552,37.39,52.95,326.85,12.85
"2021 VJ4",59528,1.662,0.4358,19.17,230.71,217.63,347.10
"2021 VK4",60200,1.066,0.1605,5.40,238.42,61.72,328.13
"2021 VL4",59524,1.697,0.4658,1.56,267.54,76.35,22.02
"2021 VM4",60200,1.762,0.4031,4.94,54.72,2.24,279.02
"2021 VO4",60200,2.236,0.4298,26.50,51.89,327.69,212.38
"2021 VP4",59527,1.911,0.5307,1.63,93.31,252.54,18.01
"2021 VQ4",60200,2.37,0.5742,18.45,53.39,307.29,194.80
"2021 VR4",60200,1.546,0.4057,0.67,258.59,203.69,320.81
"2021 VS4",59526,1.488,0.4300,5.88,222.43,118.30,26.69
"2021 VT4",59528,2.237,0.6986,3.25,46.63,278.85,14.54
"2021 VU4",60200,2.318,0.6684,2.69,228.11,243.77,176.12
"2021 VW4",60200,2.311,0.6150,3.69,47.73,313.39,197.93
"2021 VX4",60200,1.231,0.2263,3.87,230.16,129.08,155.81
"2021 VY4",60200,0.8869,0.4038,16.58,50.38,127.86,345.10
"2021 VE5",60200,1.146,0.1813,6.77,237.70,99.76,227.73
"2021 VF5",59526,1.291,0.4060,9.20,44.90,277.88,38.68
"2021 VG5",60200,1.12,0.1315,5.95,53.93,292.86,247.79
"2021 VH5",60200,1.481,0.3451,10.56,45.37,325.97,25.06
"2021 VJ5",59526,2.081,0.5544,29.86,222.00,134.45,12.69
"2021 VK5",60200,2.138,0.5866,8.27,128.83,16.25,173.16
"2021 VL5",60200,1.301,0.4117,4.52,46.91,278.05,125.22
"2021 VM5",60200,2.451,0.5890,10.23,61.41,312.66,179.66
"2021 VN5",59527,2.03,0.5495,4.54,161.60,304.93,344.07
"2021 VO5",59529,1.379,0.1962,18.08,48.98,46.20,328.98
"2021 VP5",59526,1.145,0.1578,23.75,222.78,244.35,311.19
"2021 VR5",60200,2.542,0.6781,1.27,226.52,238.10,153.99
"2021 VS5",60200,0.9206,0.2521,9.84,52.53,124.22,286.79
"2021 VU5",60200,1.565,0.3580,8.63,46.20,347.70,344.25
"2021 VV5",60200,1.707,0.4186,5.41,51.61,320.51,310.50
"2021 VW5",60200,0.9269,0.1430,3.42,53.47,145.11,240.06
"2021 VA6",60200,1.572,0.3610,0.07,102.34,304.90,336.08
"2021 VO6",60200,1.045,0.3447,19.81,77.65,80.77,189.43
"2021 VP6",60200,1.03,0.4826,10.28,16.56,181.06,182.50
"2021 VQ6",59526,2.704,0.6559,2.11,25.70,56.88,353.39
"2021 VR6",60200,2.313,0.5772,5.39,234.90,202.32,181.31
"2021 VS6",60200,1.863,0.5140,11.91,129.44,26.03,215.73
"2021 VT6",60200,1.095,0.2180,6.10,73.23,86.12,134.82
"2021 VU6",60200,2.572,0.5826,1.54,124.51,307.87,155.22
"2021 VW6",59528,1.44,0.5759,2.14,51.31,90.01,329.89
"2021 VZ6",60200,0.7619,0.3687,10.75,55.19,179.71,83.67
"2021 VA7",59526,1.249,0.1698,19.08,227.38,243.60,311.18
"2021 VB7",59528,1.307,0.4292,35.42,41.53,278.17,38.56
"2021 VC7",60200,2.543,0.7135,10.11,49.47,68.72,152.74
"2021 VO7",60200,2.444,0.6804,5.05,320.72,357.74,187.12
"2021 VR7",60200,1.735,0.3823,12.98,241.55,137.74,310.43
"2021 VS7",60200,1.842,0.3975,38.01,38.61,242.18,358.68
"2021 VT7",60200,1.215,0.4381,11.45,258.60,14.84,217.11
"2021 VU7",60200,3.244,0.6396,25.58,244.55,242.40,93.79
"2021 VV7",60200,1.977,0.4662,2.40,139.31,292.42,230.05
"2021 VW7",60200,1.667,0.3188,3.02,184.87,233.02,304.29
"2021 VX7",60200,1.121,0.2388,2.20,150.13,354.40,129.35
"2021 VY7",60200,1.224,0.4139,5.99,49.99,85.88,86.45
"2021 VA8",59528,1.656,0.2848,24.66,48.14,12.38,352.33
"2021 VB8",59529,1.667,0.3797,19.06,52.10,50.77,335.55
"2021 VC8",59535,1.602,0.3969,0.47,115.00,267.78,13.82
"2021 VD8",60200,1.223,0.3803,4.82,226.95,98.57,171.11
"2021 VE8",59527,1.649,0.4537,9.52,222.58,132.00,19.41
"2021 VG8",60200,1.438,0.4117,1.79,351.26,328.63,68.65
"2021 VH8",59528,1.874,0.5083,6.75,64.33,291.36,16.98
"2021 VJ8",60200,2.832,0.6479,3.45,53.10,8.11,136.59
"2021 VO8",60200,1.261,0.2826,0.78,73.90,276.42,140.38
"2021 VP8",60200,0.8581,0.2528,2.20,64.43,131.44,342.24
"2021 VT8",60200,0.929,0.2078,26.59,225.75,314.99,263.70
"2021 VU8",60200,1.657,0.4211,20.06,50.03,32.20,297.36
"2021 VX8",59530,1.152,0.0922,17.30,222.99,239.77,316.10
"2021 VY8",59530,1.135,0.2059,22.89,50.87,283.68,53.04
"2021 VZ8",60200,1.128,0.1714,1.92,216.06,133.49,235.33
"2021 VA9",60200,1.085,0.2154,3.46,237.49,84.39,287.80
"2021 VB9",60200,2.126,0.4595,5.24,18.74,305.45,251.03
"2021 VC9",60200,1.298,0.2501,10.81,54.79,34.12,62.84
"2021 VD10",59532,1.728,0.4526,31.53,35.94,294.66,26.75
"2021 VK10",60200,1.367,0.4791,10.98,234.07,263.11,17.20
"2021 VN10",60200,1.795,0.4835,9.56,228.18,142.74,286.74
"2021 VO10",59529,1.107,0.0380,5.54,200.95,232.74,336.32
"2021 VP10",60200,1.382,0.3622,1.82,229.14,242.84,15.72
"2021 VQ10",60200,1.212,0.4305,9.92,44.66,269.18,181.17
"2021 VU10",60200,1.871,0.6375,6.26,212.54,296.57,232.02
"2021 VV10",60200,2.504,0.5781,2.11,143.15,275.48,164.44
"2021 VW10",60200,1.324,0.3990,25.16,227.44,287.01,14.30
"2021 VX10",60200,1.493,0.2886,12.12,220.75,203.76,353.85
"2021 VF11",60200,1.191,0.1338,1.60,84.18,340.90,136.99
"2021 VG11",60200,2.515,0.5267,5.70,103.55,293.78,168.56
"2021 VH11",60200,1.684,0.3172,42.43,72.17,61.80,256.75
"2021 VJ11",60200,1.411,0.4023,5.71,62.46,56.27,2.96
"2021 VK11",60200,1.424,0.3237,9.09,315.77,157.34,1.26
"2021 VL11",60200,2.651,0.6056,1.88,76.85,322.05,154.87
"2021 VM11",59528,2.671,0.6414,10.45,65.85,291.83,9.16
"2021 VN11",59527,1.384,0.2899,10.62,51.11,280.30,44.62
"2021 VO11",60200,1.34,0.3311,13.11,200.85,341.73,335.44
"2021 VP11",59527,1.278,0.3542,1.30,47.65,68.27,324.66
"2021 VQ11",60200,2.558,0.4942,28.59,239.01,154.64,182.42
"2021 VR11",59526,1.668,0.2205,36.26,232.50,128.85,29.79
"2021 VS11",59530,1.44,0.3111,5.70,45.49,353.78,5.45
"2021 VT11",59530,1.928,0.3509,30.46,57.31,283.69,31.94
"2021 VW11",59531,1.59,0.4033,8.47,56.92,309.57,17.84
"2021 VX11",60200,0.9367,0.1643,2.50,36.03,249.45,115.61
"2021 VB12",59530,1.983,0.4515,9.46,56.10,354.88,359.53
"2021 VC12",59529,2.41,0.5789,2.45,197.55,224.59,357.15
"2021 VL12",60200,0.7778,0.2987,4.25,291.55,315.25,32.08
"2021 VM12",60200,1.919,0.4803,3.40,249.62,139.99,254.26
"2021 VO12",60200,1.958,0.5857,5.15,235.71,248.70,220.76
"2021 VP12",60200,0.7743,0.3543,11.67,60.48,164.58,77.59
"2021 VR12",60200,2.276,0.5558,3.93,89.80,298.89,197.71
"2021 VS12",59531,1.234,0.1791,25.80,57.73,28.30,336.57
"2021 VT12",60200,2.165,0.5035,8.13,71.10,354.46,202.12
"2021 VU12",60200,1.005,0.1478,17.55,224.62,301.85,198.43
"2021 VK16",60200,2.645,0.6170,7.50,338.34,25.07,162.01
"2021 VL16",59530,2.134,0.5299,7.42,57.50,22.37,351.62
"2021 VD19",59532,1.334,0.3670,7.93,52.89,282.08,38.95
"2021 VE19",60200,1.802,0.3666,5.05,86.28,4.45,254.18
"2021 VF19",60200,0.8122,0.4063,14.05,247.32,327.01,33.83
"2021 VG19",60200,2.049,0.5821,14.78,48.31,323.35,235.93
"2021 VH19",60200,1.895,0.4538,6.24,291.59,178.31,233.57
"2021 VJ19",59533,2.5,0.6107,0.65,68.68,315.43,5.76
"2021 VK19",59532,1.393,0.4427,12.27,52.01,278.72,34.76
"2021 VL19",60200,1.35,0.2770,3.54,33.92,341.28,80.45
"2021 VK22",59532,2.619,0.6205,13.80,47.60,338.56,5.39
"2021 VL22",59533,1.276,0.2955,12.63,230.67,241.35,326.79
"2021 VM22",60200,2.367,0.5961,1.75,228.19,156.74,186.31
"2021 VN22",59527,0.8863,0.3258,4.49,303.53,236.36,274.73
"2021 VO22",60200,1.286,0.2533,27.30,55.29,285.80,139.91
"2021 VP22",60200,1.086,0.1284,3.92,39.04,310.24,271.11
"2021 VQ22",60200,1.224,0.2073,13.73,52.55,319.47,151.77
"2021 VR22",60200,0.9317,0.4311,19.88,51.76,229.60,94.10
"2021 VS22",59533,2.423,0.6746,0.51,162.61,182.23,12.44
"2021 VV22",60200,1.104,0.0929,9.45,47.86,343.49,224.97
"2021 VW22",59534,1.277,0.2246,14.12,234.52,215.68,337.08
"2021 VX22",60200,1.012,0.0547,1.94,234.16,96.21,2.98
"2021 VY22",60200,1.678,0.4371,16.20,224.97,145.06,318.85
"2021 VZ22",59534,1.44,0.4056,1.07,241.79,233.43,333.18
"2021 VL25",60200,2.594,0.5289,11.83,58.73,334.89,163.51
"2021 VM25",60200,1.649,0.3911,9.17,206.31,318.98,255.59
"2021 VN25",59534,1.274,0.2208,23.72,234.17,128.07,33.62
"2021 VQ26",60200,1.138,0.1592,17.96,240.61,133.46,209.31
"2021 VS26",60200,1.676,0.3396,7.60,27.82,63.81,287.11
"2021 VU26",59532,1.353,0.1912,17.33,40.28,359.07,9.52
"2021 VV26",59529,1.906,0.4470,6.16,359.59,69.66,356.02
"2021 VL27",60200,1.813,0.4010,10.68,133.10,6.03,223.98
"2021 VQ27",60200,2.023,0.5492,0.74,52.42,49.78,214.88
"2021 VR27",60200,2.033,0.4955,3.53,131.60,352.37,201.54
"2021 VW27",60200,1.985,0.5018,6.35,68.09,38.50,217.90
"2021 VG28",60200,1.944,0.4594,9.22,249.46,193.54,231.89
"2021 VH28",60200,1.801,0.3322,20.68,201.35,270.51,245.91
"2021 VH35",60200,2.048,0.3919,7.16,257.36,185.43,212.88
"2021 VJ50",60200,2.154,0.5075,5.58,75.22,293.90,232.85
"2021 VK96",60200,2.534,0.6085,3.09,219.78,172.04,167.64
"2021 VL96",59522,1.788,0.5285,13.05,222.30,235.86,343.29
"2021 VM96",59527,2.498,0.6572,15.67,227.28,229.22,351.31
"2021 WA",59538,2.088,0.6043,9.13,60.12,294.84,14.52
"2021 WB",59540,2.33,0.5656,19.74,64.53,2.77,0.37
"2021 WC",60200,1.683,0.3992,8.91,69.86,346.25,299.55
"2021 WD",60200,2.396,0.6567,9.10,311.12,47.52,187.88
"2021 WE",59543,1.694,0.4234,1.77,249.19,137.12,13.37
"2021 WG",60200,0.7534,0.3269,3.31,241.35,350.92,108.95
"2021 WH",60200,2.405,0.7656,6.41,58.84,271.51,185.89
"2021 WJ",60200,1.022,0.1539,24.45,241.66,50.69,21.69
"2021 WK",60200,1.297,0.2401,8.27,58.75,336.62,94.65
"2021 WL",60200,1.972,0.5447,4.13,76.17,289.14,248.50
"2021 WM",60200,2.04,0.6761,28.61,92.74,239.83,241.40
"2021 WN",60200,1.386,0.6416,8.98,86.37,215.08,75.65
"2021 WO",60200,0.8376,0.2789,12.48,208.14,59.78,253.17
"2021 WP",60200,1.105,0.1566,3.81,58.19,306.77,240.92
"2021 WQ",59544,1.776,0.5298,2.79,20.68,327.20,23.62
"2021 WR",60200,2.516,0.6125,1.26,226.66,223.11,156.70
"2021 WT",60200,2.389,0.6740,3.45,60.66,298.96,186.27
"2021 WU",59545,2.402,0.6704,2.46,248.23,111.80,11.47
"2021 WV",60200,1.674,0.3786,0.68,264.74,173.82,291.34
"2021 WW",59544,1.332,0.2764,23.57,235.39,138.17,28.88
"2021 WX",60200,1.291,0.3418,16.34,66.47,261.22,132.34
"2021 WY",60200,1.081,0.1457,15.82,56.22,130.09,102.50
"2021 WA1",60200,0.9933,0.4358,3.26,65.23,243.93,356.66
"2021 WC1",60200,1.376,0.4098,9.02,246.70,246.46,9.75
"2021 WE1",60200,1.301,0.3289,7.76,68.98,64.45,38.23
"2021 WF1",60200,0.6803,0.6021,39.07,250.63,346.68,269.29
"2021 WG1",60200,2.518,0.5707,17.71,64.78,346.31,163.01
"2021 WH1",60200,1.321,0.1081,22.13,249.82,57.94,159.14
"2021 WJ1",60200,2.134,0.5578,7.18,249.06,210.14,198.54
