"pdes","epoch_mjd","a","e","i","om","w","ma"
137078,60200,1.938,0.6382,23.16,324.44,9.65,97.07
137084,60200,1.212,0.4965,26.55,272.99,358.30,23.18
137099,60200,1.1,0.4626,28.79,94.27,194.84,307.44
137108,60200,1.459,0.5622,39.93,314.35,268.33,313.20
137120,60200,1.9,0.5501,8.99,339.59,221.86,122.44
137125,60200,1.427,0.1319,34.23,321.92,268.21,69.38
137126,60200,1.774,0.6002,5.55,157.04,90.31,114.07
137158,60200,1.18,0.6070,12.90,37.09,3.05,106.12
137170,60200,0.8192,0.4625,25.66,155.86,253.41,77.34
137175,60200,1.262,0.3413,16.43,116.22,328.34,177.36
137199,60200,1.457,0.2928,16.57,104.89,76.53,347.63
137427,60200,2.44,0.6115,39.48,347.92,162.39,29.11
137671,60200,1.435,0.1842,21.10,263.44,198.27,289.82
137799,60200,1.321,0.0747,6.79,30.96,192.70,100.61
137802,60200,1.776,0.3521,31.59,116.41,272.63,47.54
137805,60200,0.8294,0.5582,16.75,349.54,292.86,288.66
137911,60200,2.305,0.4939,3.76,29.37,312.37,292.32
137924,60200,0.8764,0.8949,25.74,333.70,324.35,92.23
137925,60200,1.292,0.7637,31.11,131.23,175.52,237.87
138013,60200,1.598,0.6348,15.98,183.35,118.70,110.60
138095,60200,1.776,0.4146,60.69,43.46,2.55,53.69
138127,60200,0.6618,0.5331,26.46,155.75,197.85,64.08
138155,60200,1.808,0.3195,25.45,177.71,281.56,280.47
138175,60200,1.004,0.2931,5.24,25.52,280.91,20.68
138205,60200,2.584,0.6124,11.19,3.82,305.88,198.31
138258,60200,0.7578,0.4768,32.14,358.12,16.98,342.42
138325,60200,2.162,0.8051,25.75,173.32,164.46,98.24
138359,60200,1.142,0.3613,20.24,43.98,4.74,222.29
138404,60200,1.139,0.3185,2.16,309.36,142.20,175.35
138524,60200,2.358,0.5679,6.25,226.58,181.24,99.08
138727,60200,2.105,0.6049,11.92,327.90,136.29,160.19
138815,60200,2.089,0.3817,8.25,20.31,227.93,312.84
138846,60200,2.183,0.5645,18.69,270.32,280.75,356.85
138847,60200,1.619,0.2878,22.18,207.09,16.35,214.14
138852,60200,1.001,0.2980,21.51,60.86,225.35,24.57
138859,60200,1.573,0.5320,13.16,55.87,144.41,105.73
138877,60200,2.14,0.5429,25.32,43.80,127.67,62.46
138883,60200,1.536,0.3440,21.89,182.75,115.88,157.65
138893,60200,1.173,0.7437,18.35,265.25,341.36,236.57
138911,60200,1.35,0.0817,1.66,171.44,43.17,68.06
138925,60200,1.897,0.3764,72.15,129.30,149.31,135.11
138937,60200,2.073,0.6779,31.81,98.84,252.45,234.94
138947,60200,1.119,0.2537,12.85,270.87,0.06,284.66
138971,60200,1.034,0.3333,7.92,353.68,271.93,100.72
139047,60200,1.862,0.3858,46.99,149.53,346.25,316.88
139056,60200,1.886,0.3278,4.73,111.15,110.65,227.18
139211,60200,1.86,0.4517,26.05,173.53,3.58,310.97
139289,60200,1.26,0.8413,23.26,102.72,291.47,229.23
139345,60200,1.805,0.7017,22.28,108.34,38.01,90.58
139359,60200,2.633,0.8702,5.96,84.59,302.36,46.62
139622,60200,1.423,0.3112,9.32,83.25,337.91,318.06
140039,60200,1.82,0.5688,4.86,197.19,30.90,62.61
140158,60200,1.347,0.4610,2.52,126.80,42.72,202.32
140288,60200,1.784,0.5080,53.20,357.08,225.63,179.00
140333,60200,0.9619,0.4816,19.03,12.82,199.08,198.25
140928,60200,1.519,0.2970,20.66,245.43,257.37,158.18
141018,60200,1.399,0.2413,2.87,91.60,101.47,327.41
141052,60200,1.246,0.5501,17.66,291.49,304.17,139.20
141053,60200,1.528,0.5795,2.73,316.23,31.38,219.33
141056,60200,1.817,0.4439,28.88,259.10,300.63,233.40
141078,60200,1.863,0.4510,11.47,234.60,270.88,157.73
141079,60200,1.164,0.8282,28.54,251.45,0.88,352.10
141354,60200,1.99,0.4503,10.93,203.92,0.77,232.91
141424,60200,0.9799,0.1768,6.88,8.67,331.80,232.44
141432,60200,0.9762,0.4276,2.47,81.34,272.65,192.97
141447,60200,2.389,0.5023,31.95,151.01,7.59,297.53
141484,60200,0.858,0.3695,16.60,234.23,94.16,143.24
141495,60200,1.114,0.8022,2.35,51.88,317.77,219.50
141498,60200,0.9216,0.5665,30.14,262.90,25.36,244.02
141525,60200,1.087,0.7246,34.04,38.84,308.12,263.23
141526,60200,1.014,0.3224,30.10,174.67,173.39,234.72
141527,60200,1.513,0.6268,9.20,187.49,247.68,230.81
141531,60200,0.9921,0.5290,22.55,40.81,8.32,322.97
141593,60200,2.001,0.5289,2.35,306.99,2.27,161.95
141614,60200,1.624,0.5363,7.19,200.62,127.41,78.45
141670,60200,2.386,0.4847,13.32,144.21,192.14,238.22
141761,60200,2.578,0.5083,18.90,151.53,159.93,40.60
141765,60200,2,0.4692,33.07,100.32,270.18,115.89
141851,60200,1.198,0.8502,19.14,304.01,224.52,70.36
141874,60200,1.835,0.3486,10.99,143.62,291.03,96.44
142040,60200,1.667,0.3445,28.25,226.38,160.54,251.06
142348,60200,2.065,0.4576,6.07,96.63,324.34,357.33
142464,60200,1.234,0.1548,16.28,191.82,29.33,256.82
142555,60200,2.633,0.5633,23.40,219.18,267.99,307.93
142561,60200,1.674,0.2933,16.65,150.15,122.42,316.02
142563,60200,1.66,0.3439,20.49,341.98,192.27,140.00
142781,60200,1.951,0.3877,41.03,228.97,229.04,195.50
143381,60200,2.595,0.5111,5.48,292.13,114.03,18.00
143404,60200,1.969,0.6064,2.66,181.24,89.31,99.51
143409,60200,1.95,0.3508,8.16,163.79,44.23,164.96
143487,60200,2.124,0.7298,4.99,177.08,88.81,202.55
143527,60200,1.661,0.3523,17.31,181.71,242.20,285.12
143624,60200,1.968,0.5764,35.58,195.93,47.07,119.80
143637,60200,1.746,0.8838,43.57,144.50,260.68,256.70
143643,60200,2.182,0.4168,11.11,285.17,323.63,105.38
143649,60200,1.085,0.1870,62.10,0.99,104.96,185.43
143651,60200,2.134,0.5256,11.62,58.17,183.57,208.99
143678,60200,1.649,0.3286,13.87,2.78,142.03,110.78
143947,60200,2.181,0.6548,21.04,217.48,135.73,103.50
143992,60200,1.971,0.5541,27.14,315.64,57.95,62.90
144332,60200,1.423,0.2898,55.89,171.13,186.42,334.14
144411,60200,1.918,0.5334,8.79,288.80,8.22,71.27
144861,60200,2.51,0.7492,39.41,159.21,199.47,247.75
144898,60200,1.508,0.5887,4.22,223.98,90.99,93.27
144900,60200,0.9683,0.6556,36.26,208.86,43.92,335.94
144901,60200,1.64,0.5214,13.04,41.99,232.48,83.38
144922,60200,2.132,0.4126,8.23,8.74,213.68,318.91
145656,60200,2.641,0.5552,11.09,174.38,100.91,278.89
152558,60200,2.013,0.4416,38.15,172.16,115.13,222.21
152560,60200,1.443,0.3981,3.45,268.81,81.00,29.13
152561,60200,1.454,0.4857,19.58,359.30,68.94,55.07
152563,60200,0.9078,0.2716,7.25,315.23,336.58,50.68
152564,60200,1.391,0.5618,13.32,213.37,128.35,347.81
152575,60200,2.681,0.5268,12.35,33.68,190.44,243.48
152637,60200,0.8648,0.2084,16.72,96.46,16.59,345.68
152664,60200,2.526,0.7141,3.42,353.65,85.41,165.81
152667,60200,2.809,0.7064,6.67,129.86,158.58,124.91
152671,60200,1.129,0.3660,2.68,163.64,188.15,317.63
152679,60200,2.251,0.5528,4.93,205.71,120.34,145.56
152680,60200,1.448,0.6398,10.93,98.55,260.11,150.36
152685,60200,1.346,0.5730,0.15,122.19,39.35,96.63
152742,60200,0.8782,0.7391,13.43,280.03,353.14,138.32
152754,60200,1.191,0.4974,2.02,314.43,134.95,340.15
152756,60200,1.451,0.4148,15.23,229.02,101.60,282.83
152770,60200,1.879,0.6540,7.14,178.18,284.55,78.83
152787,60200,1.363,0.2314,15.95,1.90,137.39,264.39
152828,60200,1.162,0.5232,5.15,221.94,319.24,299.00
152889,60200,1.679,0.6410,41.56,141.76,222.47,351.81
152895,60200,2.288,0.4950,2.97,29.76,174.30,261.64
152931,60200,0.9297,0.4557,28.58,52.88,278.03,257.51
152941,60200,1.481,0.6809,8.73,18.52,343.98,223.13
152942,60200,1.938,0.4569,27.08,8.17,235.42,229.72
152952,60200,1.384,0.1870,55.30,358.69,280.23,62.54
152964,60200,1.397,0.3933,13.23,114.86,333.08,143.46
152978,60200,1.162,0.2367,25.01,57.85,240.80,179.38
153002,60200,1.341,0.7959,31.43,213.05,233.44,53.55
153195,60200,1.301,0.6190,41.11,21.38,262.90,194.05
153201,60200,0.9111,0.7807,7.77,69.21,213.74,126.20
153219,60200,2.089,0.4355,40.33,116.54,1.00,182.78
153220,60200,2.538,0.6744,6.18,64.49,142.24,191.98
153243,60200,1.299,0.5306,35.97,311.90,9.38,183.49
153249,60200,2.118,0.5904,41.23,328.89,297.96,46.97
153267,60200,1.782,0.6140,9.68,75.54,330.50,201.95
153271,60200,1.557,0.4025,21.65,12.04,270.84,136.39
153306,60200,2.552,0.5232,26.98,226.65,272.37,200.73
153311,60200,2.501,0.6461,28.41,142.36,218.50,204.51
153315,60200,1.237,0.4497,34.70,112.53,288.40,322.14
153349,60200,1.799,0.6392,10.54,283.79,291.20,94.46
153415,60200,0.8915,0.2139,50.20,317.68,244.28,182.34
153460,60200,1.414,0.5811,10.09,211.46,30.38,72.97
153591,60200,1.987,0.4800,6.69,325.74,173.06,202.65
153792,60200,2.099,0.7425,10.48,274.54,246.13,23.61
153814,60200,1.712,0.4669,1.92,277.39,44.65,294.45
153842,60200,2.751,0.5667,9.00,139.85,219.44,311.82
153951,60200,1.836,0.3421,15.47,314.42,215.09,221.88
153953,60200,1.773,0.8090,31.03,2.58,9.79,95.72
153957,60200,2.532,0.7587,46.53,89.71,73.18,123.18
153958,60200,1.703,0.4515,4.64,144.37,197.97,349.49
154007,60200,1.818,0.3471,2.73,214.24,23.77,228.17
154019,60200,1.325,0.3603,4.97,142.87,80.82,6.22
154020,60200,1.541,0.5898,12.12,145.34,222.20,161.00
154029,60200,1.89,0.4623,44.19,346.16,319.43,19.14
154035,60200,1.21,0.5321,49.06,13.09,347.14,288.19
154144,60200,1.834,0.2964,23.62,172.57,126.36,155.62
154229,60200,1.851,0.7186,10.09,67.63,341.64,202.98
154244,60200,2.307,0.5485,3.25,212.94,98.44,11.12
154268,60200,1.511,0.4648,14.57,132.66,357.56,9.57
154269,60200,1.873,0.4860,14.42,10.88,217.30,146.38
154275,60200,1.084,0.4907,11.58,247.77,258.20,130.23
154276,60200,1.705,0.6887,8.75,34.04,99.67,110.90
154278,60200,1.804,0.5917,29.77,196.23,322.70,143.73
154300,60200,1.209,0.4724,8.29,90.66,184.23,316.46
154302,60200,1.72,0.5613,28.83,222.71,280.99,55.57
154330,60200,1.477,0.4089,7.16,320.09,215.20,133.71
154347,60200,1.85,0.6921,17.75,331.65,24.98,117.79
154453,60200,2.582,0.8354,20.83,61.70,356.40,359.87
154555,60200,1.184,0.5803,36.83,53.48,277.15,202.85
154589,60200,2.29,0.4588,7.18,58.65,300.61,255.80
154590,60200,1.105,0.4023,1.42,152.67,228.86,77.69
154631,60200,1.557,0.4915,15.90,357.84,176.10,358.88
154652,60200,1.058,0.4506,16.18,159.58,191.35,179.33
154656,60200,2.31,0.6471,22.96,339.10,338.26,146.46
154658,60200,1.097,0.4548,19.29,29.58,318.66,217.97
154715,60200,1.618,0.4908,4.10,182.76,190.62,87.28
154807,60200,1.484,0.3164,15.53,15.10,68.68,106.13
154988,60200,1.506,0.6800,9.82,132.98,189.99,84.48
154991,60200,1.705,0.3229,5.63,245.47,269.63,159.91
154993,60200,1.517,0.6638,10.32,104.07,309.01,353.47
155110,60200,1.261,0.3485,30.38,226.18,44.77,282.05
155140,60200,1.275,0.8725,28.66,19.71,207.60,192.51
155334,60200,2.035,0.4085,6.62,14.82,275.92,303.63
155336,60200,2.12,0.7377,4.19,64.34,355.29,277.72
155338,60200,1.569,0.4826,2.08,226.59,138.70,240.60
155340,60200,2.107,0.4668,9.24,260.54,352.52,294.74
155341,60200,1.478,0.2415,18.52,144.37,278.02,135.63
159399,60200,1.527,0.2139,41.97,214.85,353.27,240.28
159402,60200,2.38,0.5721,7.57,356.84,47.61,279.67
159454,60200,1.411,0.2528,37.75,139.53,262.93,113.00
159459,60200,2.337,0.7990,56.19,185.37,185.37,167.02
159467,60200,1.809,0.2828,6.14,138.79,240.42,141.96
159495,60200,2.349,0.4828,4.07,341.68,352.73,155.87
159504,60200,2.433,0.6174,9.69,107.57,237.83,35.03
159518,60200,2.105,0.4444,47.50,190.14,59.41,111.29
159533,60200,1.654,0.2890,12.85,71.61,275.97,90.20
159555,60200,1.63,0.2299,29.44,214.94,123.49,215.78
159560,60200,2.214,0.4343,25.73,42.23,261.64,287.98
159608,60200,1.674,0.3516,58.88,102.69,208.15,164.47
159609,60200,2.111,0.4629,40.01,124.22,243.47,78.13
159635,60200,1.703,0.3243,16.24,173.37,246.40,313.26
159677,60200,1.851,0.5950,6.06,153.18,322.39,207.91
159686,60200,1.804,0.6882,24.73,244.72,141.05,241.28
159699,60200,1.697,0.7157,16.81,151.26,332.19,150.05
159856,60200,2.155,0.4648,9.75,143.93,174.58,3.03
159857,60200,2.263,0.5936,23.15,235.54,140.01,203.61
159923,60200,2.523,0.5245,7.52,118.70,234.30,309.31
159928,60200,1.654,0.4196,27.75,157.45,95.66,209.98
159929,60200,1.887,0.4073,54.44,222.55,19.46,93.84
161989,60200,1.123,0.2138,26.06,161.22,102.07,7.40
161995,60200,2.287,0.4788,25.27,81.17,220.71,215.08
161998,60200,2.148,0.4053,8.22,162.11,137.67,61.46
161999,60200,2.316,0.5123,7.37,140.15,181.39,245.59
162000,60200,1.678,0.4627,1.09,346.52,21.58,58.37
162004,60200,0.8908,0.6646,7.22,61.85,193.66,44.86
162011,60200,2.834,0.5973,4.55,66.72,342.97,89.68
162015,60200,0.9931,0.2839,23.75,175.23,349.78,307.53
162038,60200,1.587,0.2766,17.23,309.27,351.56,144.85
162039,60200,1.801,0.6606,5.28,52.82,280.26,83.22
162058,60200,2.367,0.5546,4.85,304.80,60.86,172.24
162063,60200,1.214,0.6666,13.01,175.11,198.66,46.80
162080,60200,0.8967,0.3582,16.21,344.33,356.88,219.46
162082,60200,1.246,0.1870,20.05,213.53,148.68,304.85
162116,60200,1.916,0.5583,7.11,114.18,331.42,119.05
162117,60200,0.9326,0.3449,26.80,183.92,35.85,9.25
162120,60200,1.088,0.5709,2.13,217.83,278.84,292.05
162142,60200,0.8754,0.3180,21.81,46.36,170.73,313.66
162149,60200,1.874,0.3967,11.93,256.56,245.81,219.04
162157,60200,1.297,0.3516,15.27,131.97,279.33,286.24
162161,60200,2.115,0.4432,43.14,149.73,103.01,314.36
162162,60200,1.206,0.1949,10.84,157.60,29.90,172.60
162168,60200,2.805,0.5868,4.06,206.14,78.98,39.76
162173,60200,1.191,0.1910,5.87,251.30,211.60,24.02
162181,60200,1.409,0.2806,18.94,208.50,140.88,126.09
162183,60200,2.073,0.5353,1.43,235.31,123.21,10.87
162186,60200,2.711,0.6115,27.51,311.09,271.49,183.95
162195,60200,1.598,0.7729,5.89,120.00,4.17,283.64
162196,60200,1.826,0.3750,22.43,171.92,234.30,227.74
162210,60200,2.304,0.6947,5.19,327.75,319.16,329.81
162214,60200,2.323,0.5859,19.16,27.68,58.77,254.50
162215,60200,1.082,0.4366,17.34,202.32,346.79,290.67
162269,60200,1.135,0.7378,40.13,206.83,302.54,207.33
162273,60200,1.594,0.2360,20.18,234.39,40.94,67.72
162361,60200,0.8759,0.4110,2.71,109.87,201.27,67.82
162385,60200,0.7406,0.3586,6.88,70.21,247.71,148.78
162416,60200,1.854,0.4782,0.40,215.15,19.18,88.13
162421,60200,0.9468,0.1238,22.32,331.14,46.11,323.47
162422,60200,1.207,0.5311,1.40,108.93,314.49,303.67
162433,60200,1.359,0.4814,13.94,41.66,247.01,237.88
162452,60200,2.262,0.4472,5.46,217.41,53.82,289.07
162463,60200,1.146,0.2382,22.21,80.18,353.55,150.44
162470,60200,1.113,0.5529,35.27,83.74,31.78,7.15
162472,60200,1.259,0.1183,31.86,245.64,66.88,127.75
162474,60200,1.241,0.3574,50.71,80.85,285.25,238.11
162483,60200,0.8727,0.3736,51.18,124.41,7.65,258.62
162510,60200,1.376,0.3022,38.15,344.34,220.72,207.18
162566,60200,2.627,0.5756,14.28,329.87,145.50,86.64
162567,60200,1.247,0.2500,13.75,333.29,133.29,89.21
162581,60200,1.667,0.3517,15.89,200.32,248.19,196.53
162635,60200,2.571,0.5150,7.88,153.41,312.20,167.35
162679,60200,1.199,0.5717,29.24,13.01,167.40,29.73
162687,60200,1.875,0.5436,14.77,76.13,40.97,299.20
162694,60200,0.8703,0.4224,32.23,29.78,187.41,237.98
162695,60200,2.123,0.6351,2.19,333.20,152.10,119.01
162698,60200,2.119,0.4875,20.69,66.22,271.86,170.98
162723,60200,1.774,0.6816,6.39,329.81,187.38,195.90
162740,60200,2.458,0.5037,39.22,264.32,159.11,324.16
162741,60200,2.319,0.4995,11.85,60.73,330.10,168.22
162781,60200,2.227,0.4260,10.03,332.01,163.81,292.03
162783,60200,1.314,0.2323,7.26,64.93,339.13,65.20
162825,60200,1.774,0.7437,9.07,159.69,78.94,171.99
162854,60200,1.323,0.1493,21.27,122.41,297.75,0.25
162873,60200,1.401,0.0863,20.19,357.89,198.74,190.89
162882,60200,1.092,0.5753,6.50,341.16,46.01,3.14
162900,60200,2.577,0.5352,6.16,36.51,67.40,190.93
162903,60200,1.305,0.2373,47.49,216.90,301.24,51.97
162911,60200,1.204,0.3392,7.95,281.83,205.18,20.57
162913,60200,1.271,0.5195,8.65,170.49,356.16,247.78
162922,60200,1.318,0.3820,10.30,284.19,291.28,273.75
162926,60200,2.944,0.6180,42.65,112.98,289.11,111.16
162979,60200,2.036,0.5440,17.09,311.58,326.06,224.24
162980,60200,1.553,0.4886,30.40,177.61,351.50,323.10
162998,60200,1.926,0.4741,1.68,285.30,186.43,34.04
163000,60200,1.248,0.0514,3.55,8.41,284.73,323.06
163001,60200,2.123,0.4537,19.98,216.52,124.98,51.17
163014,60200,1.787,0.4455,9.94,58.62,27.66,42.92
163015,60200,1.417,0.3683,10.62,213.37,254.56,308.81
163023,60200,0.7973,0.5464,27.15,69.69,208.52,322.15
163026,60200,1.297,0.3652,11.86,247.85,294.48,199.23
163051,60200,2.272,0.5690,9.28,247.82,322.37,93.67
163067,60200,2.044,0.5878,7.60,87.39,117.71,120.10
163070,60200,2.911,0.6351,14.54,278.05,240.58,105.87
163081,60200,1.087,0.2033,11.50,212.84,43.92,291.05
163132,60200,1.22,0.2952,48.78,157.75,110.52,296.50
163191,60200,1.835,0.4650,16.29,179.12,44.32,212.30
163243,60200,0.7616,0.6017,20.28,203.57,148.33,236.19
163249,60200,1.344,0.3348,6.97,201.74,135.14,166.98
163250,60200,2.692,0.5349,35.22,169.90,352.37,308.73
163252,60200,2.13,0.4408,9.00,95.62,201.00,284.40
163295,60200,2.462,0.6449,5.81,32.34,77.64,198.50
163335,60200,1.328,0.6668,56.32,247.04,155.65,271.26
163348,60200,0.8758,0.4345,5.42,259.43,222.21,86.77
163364,60200,1.365,0.3690,4.19,259.86,275.33,196.97
163373,60200,1.469,0.5467,1.67,328.84,260.04,334.73
163412,60200,1.907,0.4511,34.49,18.13,46.16,324.64
163454,60200,1.162,0.3698,23.12,332.11,198.66,102.49
163667,60200,2.582,0.5713,4.64,41.50,82.64,358.26
163679,60200,1.495,0.4716,5.06,29.77,349.72,152.80
163683,60200,1.577,0.6882,20.63,52.46,281.42,192.49
163691,60200,2.417,0.5219,40.81,148.92,60.75,162.16
163692,60200,1.526,0.4105,7.20,114.34,180.94,227.06
163693,60200,0.741,0.3221,25.62,103.88,252.93,241.09
163694,60200,2.641,0.5433,9.82,326.68,283.09,259.21
163696,60200,1.571,0.5191,29.50,65.61,278.98,8.82
163697,60200,1.609,0.4728,2.95,268.48,353.71,343.35
163732,60200,2.752,0.6966,44.65,193.42,190.64,131.61
163758,60200,1.296,0.7412,41.53,272.14,244.28,269.08
163760,60200,2.511,0.5046,13.07,211.48,211.99,328.07
163818,60200,1.229,0.3544,10.39,241.02,245.90,139.41
163899,60200,0.8276,0.2099,8.54,273.74,326.95,324.84
163902,60200,1.661,0.2479,16.11,283.71,165.04,96.97
164120,60200,1.512,0.4082,11.03,345.63,189.64,163.98
164121,60200,1.11,0.2919,44.06,38.32,91.04,257.89
164184,60200,1.627,0.4536,4.60,202.21,2.58,137.05
164201,60200,1.996,0.8603,34.61,28.83,10.32,343.23
164202,60200,0.988,0.2791,4.67,342.91,56.19,38.32
164206,60200,1.701,0.4096,18.28,214.42,232.83,353.71
164207,60200,1.001,0.1360,13.65,38.44,279.60,29.98
164211,60200,1.666,0.4232,2.26,67.76,270.24,305.60
164214,60200,2.12,0.3926,5.46,72.08,248.92,62.97
164215,60200,2.115,0.3962,4.88,235.97,76.66,77.78
164216,60200,2.152,0.5648,19.94,295.10,326.33,42.54
164217,60200,2.013,0.4161,48.92,144.98,179.09,244.66
164221,60200,1.505,0.2054,6.48,272.57,74.31,108.86
164222,60200,1.304,0.2470,16.11,0.95,67.20,220.33
164294,60200,0.6175,0.4546,2.95,211.16,5.41,42.02
164341,60200,1.627,0.2542,13.01,140.64,42.99,320.38
164342,60200,1.57,0.3612,19.17,138.93,72.95,127.87
164400,60200,1.657,0.4680,6.63,218.97,203.02,344.84
168044,60200,0.9813,0.2833,34.84,23.52,205.51,278.93
168318,60200,2.164,0.5420,6.49,349.13,139.74,319.07
168378,60200,2.138,0.4486,6.81,23.25,263.38,100.06
168791,60200,2.295,0.5047,5.18,170.92,144.75,238.94
169352,60200,2.083,0.5194,32.29,32.20,48.39,84.26
169675,60200,2.721,0.5477,12.62,63.47,236.49,251.25
170013,60200,2.947,0.7996,25.39,184.17,330.17,12.03
170086,60200,1.906,0.6260,2.13,75.48,120.48,279.36
170502,60200,2.47,0.8818,10.51,48.26,144.16,356.08
170891,60200,1.982,0.4056,8.16,329.85,177.46,204.29
170903,60200,1.336,0.6034,8.27,87.68,115.44,12.72
171486,60200,1.794,0.5125,6.09,165.11,4.74,180.69
171576,60200,1.086,0.5835,17.28,208.08,61.73,122.79
171819,60200,1.496,0.1663,9.95,17.36,297.39,334.10
171839,60200,1.461,0.3108,17.08,226.65,321.97,255.53
172034,60200,1.277,0.2025,25.03,6.51,48.53,29.69
172678,60200,2.57,0.7037,2.81,74.16,130.55,230.97
172718,60200,1.61,0.2046,19.57,267.37,284.41,167.33
172722,60200,1.543,0.6995,7.22,341.29,17.22,108.63
172974,60200,1.637,0.2466,8.47,239.36,256.77,146.35
173232,60200,2.744,0.5330,9.60,317.28,124.71,153.54
173561,60200,1.448,0.3110,28.00,137.23,211.38,104.04
173664,60200,1.517,0.2687,4.01,100.74,227.33,274.84
173689,60200,1.78,0.3946,10.42,272.91,313.97,171.13
174050,60200,1.285,0.1134,50.06,134.74,20.15,267.72
174806,60200,2.53,0.5671,10.60,316.28,209.09,298.45
174881,60200,1.254,0.5570,57.23,120.18,171.81,229.81
175114,60200,2.25,0.6635,5.72,288.10,31.48,245.33
175189,60200,2.057,0.3863,2.62,169.35,78.90,38.17
175706,60200,1.055,0.3501,1.97,299.52,24.07,28.85
175729,60200,1.271,0.4247,11.54,124.28,259.24,5.61
175921,60200,1.369,0.4838,20.70,342.77,306.71,177.40
177016,60200,1.16,0.5820,13.81,137.58,155.35,74.51
177049,60200,1.418,0.6144,0.65,127.22,259.50,131.61
177255,60200,2.295,0.4859,10.25,347.70,9.56,281.83
177614,60200,1.889,0.5206,5.44,104.71,221.54,142.49
177651,60200,1.154,0.6988,42.40,89.42,186.37,129.08
178601,60200,2.474,0.4922,4.18,28.64,29.51,55.48
178871,60200,2.374,0.4622,7.58,269.61,357.58,41.52
179806,60200,1.858,0.5345,4.93,335.55,125.85,64.81
180186,60200,2.422,0.6315,8.57,178.06,243.06,94.23
183548,60200,1.845,0.3404,10.53,203.08,196.38,227.76
184266,60200,2.121,0.5975,3.83,100.83,42.79,12.57
184990,60200,1.053,0.7992,45.11,88.60,299.22,311.81
185702,60200,1.828,0.2996,24.70,27.10,267.66,37.05
185716,60200,1.685,0.2737,35.19,218.58,253.76,74.94
185851,60200,1.365,0.3765,8.67,358.66,289.79,175.00
185853,60200,1.857,0.3107,36.91,111.59,338.64,116.22
186822,60200,1.574,0.4527,13.06,200.73,150.37,174.66
186823,60200,1.205,0.6768,21.97,190.06,161.15,168.66
186844,60200,2.431,0.6723,7.77,261.47,54.69,10.80
187026,60200,0.9597,0.1354,30.00,329.79,347.09,29.39
187040,60200,1.356,0.3226,6.04,110.85,243.91,138.84
188174,60200,0.8189,0.3908,40.86,69.38,306.91,112.91
188452,60200,2.55,0.5725,24.69,302.85,21.43,248.36
189008,60200,2.169,0.7935,8.04,27.16,36.70,250.21
189011,60200,1.5,0.2323,18.70,254.41,130.41,2.37
189040,60200,1.373,0.3825,13.09,130.05,63.74,199.56
189058,60200,2.571,0.5115,26.22,257.22,91.33,220.38
189062,60200,1.928,0.3871,12.85,35.08,287.57,225.72
189173,60200,1.844,0.5704,43.08,268.90,273.75,72.82
189263,60200,2.729,0.5889,16.75,202.09,203.90,82.19
189552,60200,2.558,0.5354,30.15,194.47,235.00,209.44
189630,60200,1.206,0.6930,12.62,290.52,201.57,351.95
189700,60200,1.463,0.1914,10.72,204.91,126.62,183.00
189865,60200,1.406,0.8055,21.57,288.39,224.33,78.72
189973,60200,1.845,0.3772,26.96,223.47,173.21,313.17
190119,60200,2.466,0.8904,29.89,225.51,19.96,329.51
190135,60200,2.019,0.6880,6.22,259.69,217.08,45.58
190161,60200,2.238,0.4529,3.98,304.65,56.21,148.32
190166,60200,2.116,0.4694,4.21,193.35,91.24,3.12
190208,60200,2.053,0.4864,4.09,325.74,105.45,348.82
190491,60200,1.319,0.2346,5.28,189.75,232.38,280.70
190758,60200,1.749,0.3644,13.96,178.59,130.43,209.44
190788,60200,1.268,0.7922,20.09,349.99,199.64,234.58
191094,60200,2.115,0.6412,32.16,349.40,259.37,341.50
192559,60200,1.075,0.2265,10.06,228.12,75.96,188.29
192563,60200,1.452,0.4079,24.76,68.68,110.76,0.90
192642,60200,2.642,0.7697,6.80,309.93,299.99,233.49
193178,60200,1.935,0.7014,13.13,227.20,191.82,180.52
194006,60200,1.449,0.4243,4.26,184.94,101.60,248.79
194126,60200,1.433,0.2478,26.68,35.10,200.36,38.36
194268,60200,1.453,0.7874,5.44,160.71,107.79,209.26
194386,60200,2.302,0.6134,13.69,248.25,280.42,49.65
196068,60200,2.118,0.6644,59.37,33.55,251.12,317.35
196256,60200,3.123,0.6186,70.86,282.99,171.30,260.11
196625,60200,1.847,0.5913,13.73,341.32,287.26,10.07
197588,60200,1.845,0.4659,42.71,338.04,162.21,272.21
